token,sentence_id,predicted_label,gold_label
the,820,Subject,Subject
readings,820,Subject,Subject
have,820,Predicate,Predicate
been,820,Predicate,Predicate
a,820,Object,Object
bit,820,Object,Object
erratic,820,Object,Object
recently,820,Object,Object
.,820,other,other
a,821,other,other
:,821,other,other
i,821,other,other
see,821,other,other
",",821,other,other
erratic,821,Subject,Subject
readings,821,Subject,Subject
can,821,Predicate,Predicate
mean,821,Predicate,Predicate
that,821,Object,Object
your,821,Subject,Object
diabetes,821,Object,Object
is,821,Predicate,Object
not,821,Predicate,Object
well,821,Object,Object
controlled,821,Object,Object
.,821,other,other
it,822,Subject,other
is,822,Predicate,Predicate
important,822,Object,Object
to,822,Predicate,Subject
keep,822,Predicate,Subject
a,822,Object,Subject
close,822,Object,Subject
eye,822,Object,Subject
on,822,Object,Subject
them,822,Object,Subject
and,822,other,Subject
follow,822,Predicate,Subject
up,822,Predicate,Subject
with,822,Predicate,Subject
your,822,Object,Subject
healthcare,822,Object,Subject
provider,822,Object,Subject
if,822,other,Subject
they,822,Subject,Subject
continue,822,Predicate,Subject
to,822,Predicate,Subject
flu,822,Predicate,Subject
widely,822,Object,Subject
.,822,other,other
also,823,other,other
",",823,other,other
ensure,823,Predicate,Predicate
you,823,Subject,Subject
are,823,Predicate,Predicate
staying,823,Predicate,Predicate
well,823,Object,Object
during,823,Object,Object
your,823,Object,Object
walks,823,Object,Object
.,823,other,other
p,824,other,other
:,824,other,other
yes,824,other,other
",",824,other,other
i,824,Subject,other
will,824,Predicate,other
keep,824,Predicate,other
a,824,Object,other
tab,824,Object,other
on,824,Object,other
the,824,Object,other
readings,824,Object,other
.,824,other,other
do,825,Predicate,other
i,825,Subject,other
need,825,Predicate,other
to,825,Predicate,other
adjust,825,Predicate,other
my,825,Object,other
medication,825,Object,other
or,825,other,other
diet,825,other,other
?,825,other,other
a,826,other,other
:,826,other,other
major,826,Subject,Subject
changes,826,Subject,Subject
to,826,Subject,Subject
your,826,Object,Subject
medication,826,Object,Subject
or,826,other,Subject
diet,826,Object,Subject
should,826,Predicate,Predicate
be,826,Predicate,Predicate
discussed,826,Predicate,Predicate
with,826,Predicate,Predicate
your,826,Object,Object
healthcare,826,Object,Object
provider,826,Object,Object
.,826,other,other
however,827,other,other
",",827,other,other
ensure,827,Predicate,Predicate
that,827,other,Predicate
you,827,Subject,Predicate
are,827,Predicate,Predicate
sticking,827,Predicate,Predicate
to,827,Predicate,Predicate
your,827,Object,Object
prescribed,827,Object,Object
meal,827,Object,Object
plan,827,Object,Object
and,827,other,other
taking,827,Predicate,other
your,827,Object,other
medication,827,Object,other
as,827,Object,other
instructed,827,Object,other
.,827,other,other
however,828,other,other
",",828,other,other
ensure,828,Predicate,Predicate
that,828,other,Predicate
you,828,Subject,Predicate
are,828,Predicate,Predicate
sticking,828,Predicate,other
to,828,Predicate,other
your,828,Object,other
prescribed,828,Object,other
meal,828,Object,other
plan,828,Object,other
and,828,other,other
taking,828,other,Predicate
your,828,Object,Object
medication,828,Object,Object
as,828,other,Object
instructed,828,Object,Object
.,828,other,other
sudden,829,Subject,Subject
blood,829,Subject,Subject
sugar,829,Subject,Subject
spikes,829,Subject,Subject
or,829,other,Subject
drops,829,Subject,Subject
can,829,Predicate,Predicate
sometimes,829,Predicate,Predicate
be,829,Predicate,Predicate
due,829,Predicate,Predicate
to,829,Predicate,Predicate
skipped,829,Object,Object
meals,829,Object,Object
or,829,other,Object
medication,829,Object,Object
.,829,other,other
p,830,other,other
:,830,other,other
i,830,other,other
understand,830,other,other
.,830,other,other
i,831,Subject,Subject
will,831,Predicate,Predicate
be,831,Predicate,Predicate
more,831,Predicate,Object
careful,831,Object,Object
and,831,other,other
regularly,831,Predicate,other
contact,831,Predicate,other
my,831,Object,other
healthcare,831,Object,other
provider,831,Object,other
.,831,other,other
i,832,Subject,Subject
will,832,Predicate,Predicate
be,832,other,other
more,832,other,other
careful,832,other,other
and,832,other,other
regularly,832,other,Predicate
contact,832,other,Predicate
my,832,other,Object
healthcare,832,other,Object
provider,832,other,Object
.,832,other,other
thanks,833,other,other
for,833,other,other
your,833,other,other
guidance,833,other,other
.,833,other,other
a,834,other,other
:,834,other,other
you,834,Subject,other
have,834,Predicate,other
got,834,Predicate,other
an,834,Object,other
interesting,834,Object,other
lifestyle,834,Object,other
?,819,other,other
p,820,other,other
:,820,other,other
i,820,Subject,Subject
do,820,Predicate,Predicate
it,820,Object,Object
every,820,Object,Object
day,820,Object,Object
",",820,other,other
but,820,other,other
the,820,Subject,Subject
readings,820,Subject,Subject
have,820,Predicate,Predicate
been,820,Predicate,Predicate
a,820,Object,Object
bit,820,Object,Object
erratic,820,Object,Object
recently,820,Object,Object
.,820,other,other
a,821,other,other
:,821,other,other
i,821,other,other
see,821,other,other
",",821,other,other
erratic,821,Subject,Subject
readings,821,Subject,Subject
can,821,Predicate,Predicate
mean,821,Predicate,Predicate
that,821,Object,Object
your,821,Object,Object
diabetes,821,Object,Object
is,821,Predicate,Object
not,821,Predicate,Object
well,821,Object,Object
controlled,821,Object,Object
.,821,other,other
it,822,Subject,other
is,822,Predicate,Predicate
important,822,Object,Object
to,822,Predicate,Subject
keep,822,Predicate,Subject
a,822,Object,Subject
close,822,Object,Subject
eye,822,Object,Subject
on,822,Object,Subject
them,822,Object,Subject
and,822,other,Subject
follow,822,Predicate,Subject
up,822,Predicate,Subject
with,822,Predicate,Subject
your,822,Object,Subject
healthcare,822,Object,Subject
provider,822,Object,Subject
if,822,other,Subject
they,822,Subject,Subject
continue,822,Predicate,Subject
to,822,Predicate,Subject
flu,822,Predicate,Subject
widely,822,Object,Subject
.,822,other,other
also,823,other,other
",",823,other,other
ensure,823,Predicate,Predicate
you,823,Subject,Subject
are,823,Predicate,Predicate
staying,823,Predicate,Predicate
well,823,Object,Object
during,823,Object,Object
your,823,Object,Object
walks,823,Object,Object
.,823,other,other
p,824,other,other
:,824,other,other
yes,824,other,other
",",824,other,other
i,824,Subject,other
will,824,Predicate,other
keep,824,Predicate,other
a,824,Object,other
tab,824,Object,other
on,824,other,other
the,824,Object,other
readings,824,Object,other
.,824,other,other
do,825,Predicate,other
i,825,Subject,other
need,825,Predicate,other
to,825,Predicate,other
adjust,825,Predicate,other
my,825,Object,other
medication,825,Object,other
or,825,other,other
diet,825,Object,other
?,825,other,other
a,826,other,other
:,826,other,other
major,826,Subject,Subject
changes,826,Subject,Subject
to,826,Subject,Subject
your,826,Object,Subject
medication,826,Object,Subject
or,826,other,Subject
diet,826,Object,Subject
should,826,Predicate,Predicate
be,826,Predicate,Predicate
discussed,826,Predicate,Predicate
with,826,Predicate,Predicate
your,826,Object,Object
healthcare,826,Object,Object
provider,826,Object,Object
.,826,other,other
however,827,other,other
",",827,other,other
ensure,827,Predicate,Predicate
that,827,other,Predicate
you,827,Subject,Predicate
are,827,Predicate,Predicate
sticking,827,Predicate,Predicate
to,827,Predicate,Predicate
your,827,Object,Object
prescribed,827,Object,Object
meal,827,Object,Object
plan,827,Object,Object
and,827,other,other
taking,827,Predicate,other
your,827,Object,other
medication,827,Object,other
as,827,Object,other
instructed,827,Object,other
.,827,other,other
however,828,other,other
",",828,other,other
ensure,828,Predicate,Predicate
that,828,other,Predicate
you,828,Subject,Predicate
are,828,Predicate,Predicate
sticking,828,Predicate,other
to,828,Predicate,other
your,828,Object,other
prescribed,828,Object,other
meal,828,Object,other
plan,828,Object,other
and,828,other,other
taking,828,Predicate,Predicate
your,828,Object,Object
medication,828,Object,Object
as,828,other,Object
instructed,828,Object,Object
.,828,other,other
sudden,829,Subject,Subject
blood,829,Subject,Subject
sugar,829,Subject,Subject
spikes,829,Subject,Subject
or,829,other,Subject
drops,829,Subject,Subject
can,829,Predicate,Predicate
sometimes,829,Predicate,Predicate
be,829,Predicate,Predicate
due,829,Predicate,Predicate
to,829,Predicate,Predicate
skipped,829,Object,Object
meals,829,Object,Object
or,829,other,Object
medication,829,Object,Object
.,829,other,other
p,830,other,other
:,830,other,other
i,830,other,other
understand,830,other,other
.,830,other,other
i,831,Subject,Subject
will,831,Predicate,Predicate
be,831,Predicate,Predicate
more,831,Predicate,Object
careful,831,Object,Object
and,831,other,other
regularly,831,Predicate,other
contact,831,Predicate,other
my,831,Object,other
healthcare,831,Object,other
provider,831,Object,other
.,831,other,other
i,832,Subject,Subject
will,832,Predicate,Predicate
be,832,other,other
more,832,other,other
careful,832,other,other
and,832,other,other
regularly,832,other,Predicate
contact,832,other,Predicate
my,832,other,Object
healthcare,832,other,Object
provider,832,other,Object
.,832,other,other
thanks,833,other,other
for,833,other,other
your,833,other,other
guidance,833,other,other
.,833,other,other
a,834,other,other
:,834,other,other
you,834,Subject,other
have,834,Predicate,other
got,834,Predicate,other
an,834,Object,other
interesting,834,Object,other
lifestyle,834,Object,other
",",834,other,other
mohammed,834,other,other
.,834,other,other
i,835,Subject,other
noticed,835,Predicate,other
that,835,Object,other
traditional,835,Object,Subject
moroccan,835,Object,Subject
sweets,835,Subject,Subject
are,835,Predicate,Predicate
your,835,Object,Object
weakness,835,Object,Object
.,835,other,other
can,836,Predicate,other
you,836,Subject,other
tell,836,Predicate,other
me,836,other,other
how,836,Object,other
often,836,Object,other
you,836,Subject,other
ind,836,Predicate,other
in,836,Predicate,other
these,836,Object,other
?,836,other,other
p,837,other,other
:,837,other,other
not,837,other,other
too,837,other,other
often,837,other,other
",",837,other,other
probably,837,other,other
once,837,Object,other
or,837,other,other
twice,837,Object,other
a,837,Object,other
week,837,Object,other
.,837,other,other
i,838,Subject,Subject
know,838,Predicate,Predicate
they,838,Subject,Object
are,838,Predicate,Object
high,838,Predicate,Object
in,838,Object,Object
sugar,838,Object,Object
",",838,other,other
but,838,other,other
it,838,Subject,Subject
is,838,Predicate,Predicate
a,838,Object,Object
tradition,838,Object,Object
that,838,Object,Object
brings,838,Predicate,Object
me,838,Object,Object
joy,838,Object,Object
.,838,other,other
a,839,other,other
:,839,other,other
i,839,other,other
understand,839,other,other
",",839,other,other
mohammed,839,other,other
.,839,other,other
it,840,Subject,other
is,840,Predicate,Predicate
essential,840,Object,Object
to,840,Predicate,Subject
enjoy,840,Predicate,Subject
the,840,Object,Subject
things,840,Object,Subject
that,840,Object,Subject
make,840,Predicate,Subject
you,840,Object,Subject
happy,840,Object,Subject
.,840,other,other
just,841,Predicate,other
remember,841,Predicate,Predicate
to,841,Predicate,Predicate
enjoy,841,Predicate,Predicate
these,841,Object,Object
sweets,841,Object,Object
in,841,Object,Object
mode,841,Object,Object
.,841,other,other
balance,842,Subject,Subject
is,842,Predicate,Predicate
the,842,Object,Object
key,842,Object,Object
in,842,Object,Object
managing,842,Predicate,Object
your,842,Object,Object
diabetes,842,Object,Object
.,842,other,other
are,843,Predicate,other
there,843,Subject,other
other,843,Object,other
ways,843,Object,other
you,843,Subject,Subject
have,843,Predicate,Predicate
adjusted,843,Predicate,Predicate
your,843,Object,Object
diet,843,Object,Object
to,843,Predicate,Object
manage,843,Predicate,Object
your,843,Object,Object
condition,843,Object,Object
?,843,other,other
p,844,other,other
:,844,other,other
yes,844,other,other
",",844,other,other
i,844,Subject,Subject
try,844,Predicate,Predicate
to,844,Predicate,Predicate
eat,844,Predicate,Predicate
more,844,Object,Object
vegetables,844,Object,Object
and,844,other,Object
less,844,Object,Object
red,844,Object,Object
meat,844,Object,Object
.,844,other,other
i,845,Subject,Subject
have,845,Predicate,Predicate
also,845,other,other
cut,845,other,Predicate
down,845,other,Predicate
on,845,other,Predicate
bread,845,other,Object
and,845,other,other
replaced,845,other,other
it,845,Object,other
with,845,other,other
whole,845,Object,other
grains,845,Object,other
.,845,other,other
i,846,Subject,Subject
have,846,Predicate,Predicate
also,846,Predicate,other
cut,846,other,other
down,846,other,other
on,846,other,other
bread,846,Object,other
and,846,other,other
replaced,846,Predicate,Predicate
it,846,Object,Object
with,846,other,Object
whole,846,Object,Object
grains,846,Object,Object
.,846,other,other
a,847,other,other
:,847,other,other
that,847,other,other
is,847,other,other
great,847,other,other
to,847,other,other
hear,847,other,other
!,847,other,other
incorporating,848,Subject,Subject
more,848,Subject,Subject
vegetables,848,Subject,Subject
and,848,other,other
whole,848,Subject,other
grains,848,Subject,other
in,848,Subject,Subject
your,848,Subject,Subject
diet,848,Subject,Subject
can,848,Predicate,Predicate
help,848,Predicate,Predicate
manage,848,Predicate,Predicate
your,848,Object,Object
blood,848,Object,Object
sugar,848,Object,Object
levels,848,Object,Object
.,848,other,other
incorporating,849,Subject,Subject
more,849,Subject,other
vegetables,849,Subject,other
and,849,other,other
whole,849,Subject,Subject
grains,849,Subject,Subject
in,849,Subject,Subject
your,849,Subject,Subject
diet,849,Subject,Subject
can,849,Predicate,Predicate
help,849,Predicate,Predicate
manage,849,Predicate,Predicate
your,849,Object,Object
blood,849,Object,Object
sugar,849,Object,Object
levels,849,Object,Object
.,849,other,other
as,850,other,other
for,850,other,other
physical,850,other,other
activity,850,other,other
",",850,other,other
i,850,Subject,other
understand,850,Predicate,other
from,850,Predicate,other
your,850,Object,other
profile,850,Object,other
that,850,other,other
you,850,Subject,Subject
take,850,Predicate,Predicate
short,850,Object,Object
walks,850,Object,Object
in,850,Object,Object
the,850,Object,Object
park,850,Object,Object
.,850,other,other
can,851,Predicate,other
you,851,other,other
tell,851,other,other
me,851,other,other
a,851,Object,other
bit,851,other,other
more,851,other,other
about,851,Object,other
this,851,Object,other
routine,851,Object,other
?,851,other,other
p,852,other,other
:,852,other,other
i,852,Subject,Subject
usually,852,Predicate,Predicate
take,852,Predicate,Predicate
a,852,Object,Object
stroll,852,Object,Object
in,852,Object,Object
the,852,Object,Object
park,852,Object,Object
every,852,Object,Object
morning,852,Object,Object
after,852,Object,Object
my,852,Object,Object
breakfast,852,Object,Object
.,852,other,other
it,853,Subject,Subject
is,853,Predicate,Predicate
not,853,other,Predicate
much,853,Object,Object
",",853,other,other
but,853,other,other
that,853,Subject,Subject
is,853,Predicate,Predicate
about,853,other,Predicate
all,853,Object,Predicate
i,853,Subject,Predicate
can,853,Predicate,Predicate
manage,853,Predicate,Predicate
.,853,other,other
a,854,other,other
:,854,other,other
that,854,Subject,other
is,854,Predicate,other
perfectly,854,other,other
fine,854,Object,other
.,854,other,other
regular,855,Subject,Subject
walks,855,Subject,Subject
",",855,other,other
no,855,other,Subject
matter,855,other,Subject
how,855,other,Subject
short,855,Subject,Subject
",",855,other,other
are,855,Predicate,Predicate
beneficial,855,Predicate,Predicate
for,855,Predicate,Predicate
your,855,Object,Object
health,855,Object,Object
.,855,other,other
if,856,other,other
possible,856,other,other
",",856,other,other
you,856,Subject,Subject
can,856,Predicate,Predicate
try,856,Predicate,Predicate
to,856,Predicate,Predicate
gradually,856,Predicate,Predicate
increase,856,Predicate,Predicate
the,856,Object,Object
duration,856,Object,Object
or,856,other,Object
intensity,856,Object,Object
of,856,Object,Object
your,856,Object,Object
walks,856,Object,Object
.,856,other,other
this,857,Subject,Subject
can,857,Predicate,Predicate
help,857,Predicate,Predicate
improve,857,Predicate,Predicate
your,857,Object,Object
blood,857,Object,Object
sugar,857,Object,Object
control,857,Object,Object
the,842,other,Object
key,842,Object,Object
in,842,Predicate,Object
managing,842,Predicate,Object
your,842,Object,Object
diabetes,842,Object,Object
.,842,other,other
are,843,Predicate,other
there,843,Subject,other
other,843,Object,other
ways,843,Object,other
you,843,Subject,Subject
have,843,Predicate,Predicate
adjusted,843,Predicate,Predicate
your,843,Object,Object
diet,843,Object,Object
to,843,Predicate,Object
manage,843,Predicate,Object
your,843,Object,Object
condition,843,Object,Object
?,843,other,other
p,844,other,other
:,844,other,other
yes,844,other,other
",",844,other,other
i,844,Subject,Subject
try,844,Predicate,Predicate
to,844,Predicate,Predicate
eat,844,Predicate,Predicate
more,844,Object,Object
vegetables,844,Object,Object
and,844,other,Object
less,844,Object,Object
red,844,Object,Object
meat,844,Object,Object
.,844,other,other
i,845,Subject,Subject
have,845,Predicate,Predicate
also,845,Predicate,other
cut,845,Predicate,Predicate
down,845,Predicate,Predicate
on,845,Predicate,Predicate
bread,845,Object,Object
and,845,other,other
replaced,845,Predicate,other
it,845,Object,other
with,845,Predicate,other
whole,845,Object,other
grains,845,Object,other
.,845,other,other
i,846,Subject,Subject
have,846,Predicate,Predicate
also,846,other,other
cut,846,other,other
down,846,other,other
on,846,other,other
bread,846,other,other
and,846,other,other
replaced,846,Predicate,Predicate
it,846,Object,Object
with,846,Predicate,Object
whole,846,Object,Object
grains,846,Object,Object
.,846,other,other
a,847,other,other
:,847,other,other
that,847,other,other
is,847,other,other
great,847,other,other
to,847,other,other
hear,847,other,other
!,847,other,other
incorporating,848,Subject,Subject
more,848,Subject,Subject
vegetables,848,Subject,Subject
and,848,other,other
whole,848,Subject,other
grains,848,Subject,other
in,848,Subject,Subject
your,848,Subject,Subject
diet,848,Subject,Subject
can,848,Predicate,Predicate
help,848,Predicate,Predicate
manage,848,Predicate,Predicate
your,848,Object,Object
blood,848,Object,Object
sugar,848,Object,Object
levels,848,Object,Object
.,848,other,other
incorporating,849,Subject,Subject
more,849,Subject,other
vegetables,849,Subject,other
and,849,other,other
whole,849,Subject,Subject
grains,849,Subject,Subject
in,849,Subject,Subject
your,849,Subject,Subject
diet,849,Subject,Subject
can,849,Predicate,Predicate
help,849,Predicate,Predicate
manage,849,Predicate,Predicate
your,849,Object,Object
blood,849,Object,Object
sugar,849,Object,Object
levels,849,Object,Object
.,849,other,other
as,850,other,other
for,850,other,other
physical,850,other,other
activity,850,other,other
",",850,other,other
i,850,Subject,other
understand,850,Predicate,other
from,850,Predicate,other
your,850,Object,other
profile,850,Object,other
that,850,other,other
you,850,Subject,Subject
take,850,Predicate,Predicate
short,850,Object,Object
walks,850,Object,Object
in,850,Object,Object
the,850,Object,Object
park,850,Object,Object
.,850,other,other
can,851,Predicate,other
you,851,other,other
tell,851,Predicate,other
me,851,other,other
a,851,Object,other
bit,851,other,other
more,851,other,other
about,851,Object,other
this,851,Object,other
routine,851,Object,other
?,851,other,other
p,852,other,other
:,852,other,other
i,852,Subject,Subject
usually,852,Predicate,Predicate
take,852,Predicate,Predicate
a,852,Object,Object
stroll,852,Object,Object
in,852,Object,Object
the,852,Object,Object
park,852,Object,Object
every,852,Object,Object
morning,852,Object,Object
after,852,Object,Object
my,852,Object,Object
breakfast,852,Object,Object
.,852,other,other
it,853,Subject,Subject
is,853,Predicate,Predicate
not,853,other,Predicate
much,853,Object,Object
",",853,other,other
but,853,other,other
that,853,Subject,Subject
is,853,Predicate,Predicate
about,853,other,Predicate
all,853,other,Predicate
i,853,Subject,Predicate
can,853,Predicate,Predicate
manage,853,other,Predicate
.,853,other,other
a,854,other,other
:,854,other,other
that,854,other,other
is,854,other,other
perfectly,854,other,other
fine,854,other,other
.,854,other,other
regular,855,Subject,Subject
walks,855,Subject,Subject
",",855,other,other
no,855,other,Subject
matter,855,other,Subject
how,855,other,Subject
short,855,Subject,Subject
",",855,other,other
are,855,Predicate,Predicate
beneficial,855,Predicate,Predicate
for,855,Predicate,Predicate
your,855,Object,Object
health,855,Object,Object
.,855,other,other
if,856,other,other
possible,856,other,other
",",856,other,other
you,856,Subject,Subject
can,856,Predicate,Predicate
try,856,Predicate,Predicate
to,856,Predicate,Predicate
gradually,856,Predicate,Predicate
increase,856,Predicate,Predicate
the,856,Object,Object
duration,856,Object,Object
or,856,Object,Object
intensity,856,Object,Object
of,856,Object,Object
your,856,Object,Object
walks,856,Object,Object
.,856,other,other
this,857,Subject,Subject
can,857,Predicate,Predicate
help,857,Predicate,Predicate
improve,857,Predicate,Predicate
your,857,Object,Object
blood,857,Object,Object
sugar,857,Object,Object
control,857,Object,Object
.,857,other,other
remember,858,other,other
",",858,other,other
it,858,Subject,other
is,858,Predicate,other
all,858,Predicate,other
about,858,Predicate,other
taking,858,Predicate,other
small,858,Object,other
steps,858,Object,other
to,858,Predicate,other
make,858,Predicate,other
a,858,Object,other
big,858,Object,other
difference,858,Object,other
in,858,Object,other
your,858,Object,other
overall,858,Object,other
wellness,858,Object,other
.,858,other,other
a,859,other,other
:,859,other,other
mohammed,859,other,other
",",859,other,other
during,859,other,other
our,859,other,other
previous,859,other,other
interaction,859,other,other
",",859,other,other
you,859,Subject,Subject
mentioned,859,Predicate,Predicate
struggling,859,Predicate,Predicate
with,859,Predicate,Predicate
a,859,Object,Object
smoking,859,Object,Object
addiction,859,Object,Object
.,859,other,other
have,860,Predicate,Predicate
you,860,Subject,Subject
been,860,Predicate,Predicate
making,860,Predicate,Predicate
any,860,Object,other
attempts,860,Object,Object
to,860,Predicate,Object
quit,860,Predicate,Object
or,860,other,Object
reduce,860,Predicate,Object
your,860,Object,Object
smoking,860,Object,Object
habit,860,Object,Object
?,860,other,other
p,861,other,other
:,861,other,other
i,861,Subject,Subject
have,861,Predicate,Predicate
been,861,Predicate,Predicate
trying,861,other,Predicate
",",861,other,other
yes,861,other,other
",",861,other,other
but,861,other,other
it,861,Subject,Subject
is,861,Predicate,Predicate
been,861,Predicate,Predicate
very,861,Object,Object
hard,861,Object,Object
.,861,other,other
i,862,Subject,Subject
have,862,Predicate,Predicate
been,862,Predicate,Predicate
smoking,862,Predicate,Predicate
for,862,Object,Object
so,862,other,Object
long,862,Object,Object
",",862,other,other
it,862,Subject,Subject
is,862,Predicate,Predicate
become,862,Predicate,Predicate
part,862,Object,Object
of,862,Object,Object
my,862,Object,Object
daily,862,Object,Object
routine,862,Object,Object
.,862,other,other
a,863,other,other
:,863,other,other
i,863,Subject,other
understand,863,Predicate,other
that,863,Object,other
quit,863,Subject,Subject
can,863,Predicate,Predicate
be,863,Predicate,Predicate
challenging,863,Object,Object
",",863,other,other
mohammed,863,other,other
.,863,other,other
however,864,other,other
",",864,other,other
smoking,864,Subject,Subject
can,864,Predicate,Predicate
create,864,Predicate,Predicate
complications,864,Object,Object
with,864,Object,Object
your,864,Object,Object
diabetes,864,Object,Object
and,864,other,Object
overall,864,Object,Object
health,864,Object,Object
.,864,other,other
there,865,other,other
are,865,other,Predicate
resources,865,other,Subject
available,865,other,Object
",",865,other,other
including,865,other,Object
counsel,865,Object,Object
",",865,other,other
nico,865,other,Object
patches,865,other,Object
",",865,other,other
and,865,other,Object
medications,865,Object,Object
",",865,other,other
which,865,Subject,other
could,865,Predicate,other
support,865,Predicate,other
you,865,Object,other
in,865,Object,other
your,865,Object,other
journey,865,Object,other
to,865,Object,other
quit,865,Predicate,other
smoking,865,Object,other
.,865,other,other
there,866,other,other
are,866,other,other
resources,866,other,Subject
available,866,other,other
",",866,other,other
including,866,other,other
counsel,866,Object,other
",",866,other,other
nico,866,other,other
patches,866,Object,other
",",866,other,other
and,866,other,other
medications,866,Object,other
",",866,other,other
which,866,Subject,other
could,866,Predicate,Predicate
support,866,Predicate,Predicate
you,866,Object,Object
in,866,Object,Object
your,866,Object,Object
journey,866,Object,Object
to,866,Object,Object
quit,866,Object,Object
smoking,866,Object,Object
.,866,other,other
p,867,other,other
:,867,other,other
i,867,Subject,Subject
have,867,Predicate,Predicate
considered,867,Predicate,Predicate
nico,867,Object,Object
patches,867,Object,Object
before,867,other,Object
.,867,other,other
do,868,Predicate,other
they,868,Subject,other
really,868,other,other
help,868,Predicate,other
?,868,other,other
a,869,other,other
:,869,other,other
nico,869,Subject,Subject
patches,869,Subject,Subject
can,869,Predicate,Predicate
indeed,869,Predicate,other
be,869,Predicate,Predicate
helpful,869,Object,Object
for,869,Object,Object
some,869,Object,Object
people,869,Object,Object
",",869,other,other
especially,869,Predicate,Object
when,869,Predicate,Object
used,869,Predicate,Object
together,869,Predicate,Object
with,869,Object,Object
behavioral,869,Object,Object
strategies,869,Object,Object
.,869,other,other
they,870,Subject,Subject
slowly,870,Predicate,Predicate
release,870,Predicate,Predicate
nico,870,Object,Object
into,870,Predicate,Object
your,870,Object,Object
body,870,Object,Object
to,870,Predicate,Object
help,870,Predicate,Object
decrease,870,Predicate,Object
your,870,Object,Object
craving,870,Object,Object
and,870,other,Object
withdrawal,870,Object,Object
symptoms,870,Object,Object
.,870,other,other
p,871,other,other
:,871,other,other
maybe,871,other,other
i,871,Subject,Subject
should,871,Predicate,Predicate
give,871,Predicate,Predicate
it,871,Object,Object
a,871,Object,Object
try,871,Object,Object
.,871,other,other
but,872,other,other
i,872,Subject,Subject
am,872,Predicate,Predicate
worried,872,Predicate,Predicate
about,872,Predicate,Predicate
the,872,Object,Object
craving,872,Object,Object
during,872,Object,Object
fast,872,Object,Object
hours,872,Object,Object
for,872,Object,Object
rama,872,Object,Object
",",872,other,other
as,872,other,other
i,872,Subject,Subject
can,872,Predicate,Predicate
not,872,Predicate,Predicate
use,872,Predicate,Predicate
the,872,Object,Object
patches,872,Object,Object
then,872,Object,Object
.,872,other,other
a,873,other,other
:,873,other,other
that,873,other,other
is,873,other,other
understand,873,other,other
",",873,other,other
mohammed,873,other,other
.,873,other,other
during,874,other,other
rama,874,other,other
",",874,other,other
perhaps,874,other,other
you,874,Subject,Subject
could,874,Predicate,Predicate
consider,874,Predicate,Predicate
setting,874,Predicate,Predicate
a,874,Object,Object
goal,874,Object,Object
to,874,Predicate,Object
reduce,874,Predicate,Object
the,874,Object,Object
number,874,Object,Object
of,874,Object,Object
cigarettes,874,Object,Object
you,874,Object,Object
smoke,874,Predicate,Object
each,874,Object,Object
day,874,Object,Object
.,874,other,other
that,875,other,other
way,875,other,other
",",875,other,other
you,875,Subject,other
are,875,Predicate,other
still,875,Predicate,other
making,875,Predicate,other
progress,875,Object,other
.,875,other,other
after,876,other,other
rama,876,other,other
",",876,other,other
you,876,Subject,Subject
could,876,Predicate,Predicate
then,876,Predicate,Predicate
that,863,other,other
quit,863,Subject,Subject
can,863,Predicate,Predicate
be,863,Predicate,Predicate
challenging,863,Object,Object
",",863,other,other
mohammed,863,other,other
.,863,other,other
however,864,other,other
",",864,other,other
smoking,864,Subject,Subject
can,864,Predicate,Predicate
create,864,Predicate,Predicate
complications,864,Object,Object
with,864,Object,Object
your,864,Object,Object
diabetes,864,Object,Object
and,864,Object,Object
overall,864,Object,Object
health,864,Object,Object
.,864,other,other
there,865,Subject,other
are,865,other,Predicate
resources,865,other,Subject
available,865,other,Object
",",865,other,other
including,865,other,Object
counsel,865,Object,Object
",",865,other,other
nico,865,Object,Object
patches,865,Object,Object
",",865,other,other
and,865,other,Object
medications,865,Object,Object
",",865,other,other
which,865,Subject,other
could,865,Predicate,other
support,865,Predicate,other
you,865,Object,other
in,865,Object,other
your,865,Object,other
journey,865,Object,other
to,865,Object,other
quit,865,Object,other
smoking,865,Object,other
.,865,other,other
there,866,other,other
are,866,other,other
resources,866,other,Subject
available,866,other,other
",",866,other,other
including,866,other,other
counsel,866,other,other
",",866,other,other
nico,866,other,other
patches,866,other,other
",",866,other,other
and,866,other,other
medications,866,other,other
",",866,other,other
which,866,other,other
could,866,Predicate,Predicate
support,866,Predicate,Predicate
you,866,Object,Object
in,866,Object,Object
your,866,Object,Object
journey,866,Object,Object
to,866,Object,Object
quit,866,Object,Object
smoking,866,Object,Object
.,866,other,other
p,867,other,other
:,867,other,other
i,867,Subject,Subject
have,867,Predicate,Predicate
considered,867,Predicate,Predicate
nico,867,Object,Object
patches,867,Object,Object
before,867,other,Object
.,867,other,other
do,868,Predicate,other
they,868,Subject,other
really,868,Predicate,other
help,868,Predicate,other
?,868,other,other
a,869,other,other
:,869,other,other
nico,869,Subject,Subject
patches,869,Subject,Subject
can,869,Predicate,Predicate
indeed,869,Predicate,other
be,869,Predicate,Predicate
helpful,869,Object,Object
for,869,Object,Object
some,869,Object,Object
people,869,Object,Object
",",869,other,other
especially,869,Predicate,Object
when,869,Predicate,Object
used,869,Predicate,Object
together,869,Predicate,Object
with,869,Predicate,Object
behavioral,869,Object,Object
strategies,869,Object,Object
